"","redshift","u","g","r","i","z","spec_obj_ID","plate","MJD","class"
"2297",0.11168,1.38073,1.4243,0.83021,0.45672,0.26965,-0.52401,-0.52401,-0.21435,"GALAXY"
"2298",-0.01108,-0.06131,0.79214,0.44003,0.20697,0.11341,0.51754,0.51755,0.4431,"GALAXY"
"2299",-0.59903,-0.64639,-0.92495,-1.07042,-1.06352,-1.07323,-0.91355,-0.91353,-0.97908,"GALAXY"
"2300",-0.72272,-1.6424,-1.63056,-1.44644,-1.34354,-1.22306,-1.30849,-1.30848,-1.43415,"GALAXY"
"2301",0.22733,0.88132,1.06013,1.07883,0.74246,0.4257,1.03816,1.03816,1.42071,"GALAXY"
"2302",-0.78945,-1.64831,-1.53486,-1.58507,-1.5727,-1.54617,-1.10323,-1.10321,-1.28652,"STAR"
"2303",1.94207,0.04883,0.58323,1.1208,1.46219,1.83787,-0.19039,-0.19037,0.00074,"QSO"
"2304",-0.15389,0.05872,0.10106,-0.15931,-0.28307,-0.37102,-0.19848,-0.1985,-0.01087,"GALAXY"
"2305",-0.7904,0.85626,0.57674,1.05287,1.451,1.06449,0.2002,0.20017,0.41214,"STAR"
"2306",0.29423,-1.05956,-0.58073,-0.15086,0.14952,0.16589,2.10007,2.10004,1.57167,"QSO"
"2307",0.50206,-0.3612,0.06522,0.34253,0.62664,0.57065,1.86937,1.86937,1.42348,"QSO"
"2308",-0.08716,0.25315,0.84157,0.42202,0.28237,0.19721,0.50741,0.50739,0.43204,"GALAXY"
"2309",-0.09295,-0.16095,0.43637,0.28034,0.1361,0.09197,0.22799,0.22795,0.42541,"GALAXY"
"2310",0.89282,-1.4648,-1.03224,-0.84421,-0.67139,-0.4875,-0.88273,-0.88271,-0.56216,"QSO"
"2311",0.5217,-0.30702,0.21933,0.50416,0.91318,0.83235,0.82746,0.82748,0.75552,"QSO"
"2312",-0.61938,-0.70306,-1.12068,-1.26098,-1.26692,-1.28724,-1.16688,-1.16689,-1.16984,"GALAXY"
"2313",-0.70171,-1.45111,-1.78657,-1.89427,-1.89832,-1.87293,-1.25631,-1.25631,-1.43249,"GALAXY"
"2314",-0.78882,1.18567,-0.74777,-0.84783,-0.78036,-1.17195,0.78377,0.78378,0.63608,"STAR"
"2315",-0.66113,-1.68587,-1.68654,-1.58108,-1.52693,-1.44206,-1.30372,-1.30373,-1.58013,"GALAXY"
"2316",-0.78905,-1.72197,-1.63801,-1.44794,-1.27786,-1.11457,-0.91047,-0.91048,-0.72859,"STAR"
"2317",0.26315,-0.15971,0.72842,0.61363,0.42916,0.33873,0.5609,0.56091,0.46522,"GALAXY"
"2318",-0.70778,-1.40565,-1.80942,-1.93804,-1.98106,-1.98839,-1.34742,-1.34743,-1.61441,"GALAXY"
"2319",0.31387,0.76104,0.87509,1.47637,1.51549,1.49814,1.45987,1.45986,1.37592,"QSO"
"2320",1.00327,-0.007,0.72727,1.07352,1.37787,1.40586,0.84104,0.84103,0.72732,"QSO"
"2321",-0.78893,-1.38078,-1.65078,-1.67808,-1.6333,-1.55021,-1.00092,-1.00092,-0.93097,"STAR"
"2322",2.2586,0.08835,0.49425,0.98335,1.29562,1.46077,0.00917,0.00914,0.2645,"QSO"
"2323",-0.09625,0.5698,0.83629,0.46794,0.30691,0.25097,-0.17923,-0.17919,0.21252,"GALAXY"
"2324",-0.78917,-1.42029,-1.68577,-1.67719,-1.59364,-1.48356,-0.7865,-0.78651,-0.64952,"STAR"
"2325",0.96631,1.02308,0.83683,1.06581,1.32812,1.36425,0.64081,0.64084,0.47904,"QSO"
"2326",-0.5446,-0.77155,-0.93255,-1.09704,-1.12228,-1.14041,-1.01312,-1.01311,-0.75126,"GALAXY"
"2327",0.18987,0.60021,1.57043,1.32985,0.9425,0.52815,2.17593,2.17591,1.60153,"GALAXY"
"2328",0.27455,-0.16313,0.32358,0.89026,1.05556,1.11559,1.25463,1.2546,1.0154,"QSO"
"2329",-0.78983,-0.64565,-0.44312,-0.02061,0.3135,0.46515,-0.461,-0.461,-0.20993,"STAR"
"2330",-0.78943,-1.4575,-1.47329,-1.3102,-1.14903,-1.00571,-1.22448,-1.22447,-1.46899,"STAR"
"2331",0.03786,1.22698,1.94351,1.81834,1.38198,1.40264,1.50185,1.50186,1.22718,"GALAXY"
"2332",0.05803,1.30647,1.13065,1.01593,0.63107,0.44279,0.94057,0.94061,0.96342,"GALAXY"
"2333",1.01672,-0.39092,0.22572,0.61681,0.89644,1.16281,2.09325,2.09326,1.55342,"QSO"
"2334",0.05795,0.56604,1.52379,0.80022,0.55782,0.34466,0.88401,0.88404,1.55342,"GALAXY"
"2335",1.78556,-0.57117,-0.04278,0.32835,0.39216,0.44753,0.73945,0.73941,0.62668,"QSO"
"2336",0.60651,0.34386,1.24989,1.5674,1.65884,1.47093,1.37656,1.37654,1.18073,"GALAXY"
"2337",-0.7894,0.19733,0.1282,0.10482,-0.06819,-0.22885,-0.23169,-0.23169,-0.02967,"STAR"
"2338",-0.17031,0.52643,0.23235,-0.10732,-0.24062,-0.33294,0.31266,0.31263,0.26837,"GALAXY"
"2339",-0.78907,-1.34345,-1.37558,-1.26475,-1.13542,-1.00328,-0.65372,-0.65373,-0.40844,"STAR"
"2340",-0.04169,1.26508,1.0496,0.67465,0.42475,0.26216,0.02371,0.0237,0.23741,"GALAXY"
"2341",-0.28182,0.64998,0.20586,-0.17533,-0.20649,-0.26159,-1.50934,-1.50933,-1.8743,"GALAXY"
"2342",-0.79005,-0.11592,0.14634,0.50064,0.79377,0.87669,1.10965,1.10963,1.27639,"STAR"
"2343",-0.16369,0.75169,0.51167,0.21947,0.075,-0.08089,0.50366,0.50366,0.44034,"GALAXY"
"2344",-0.78912,1.32424,0.97025,0.90043,0.42584,0.35772,-1.27156,-1.27156,-1.36725,"STAR"
"2345",0.13064,0.89757,1.21288,1.3977,0.93787,0.67976,0.33326,0.33329,0.33085,"GALAXY"
"2346",-0.70556,-1.19741,-1.27849,-1.28839,-1.29148,-1.28825,-1.25629,-1.25631,-1.43249,"GALAXY"
"2347",3.37227,0.30658,0.28584,0.70338,1.11006,1.10715,1.73525,1.73524,1.42901,"QSO"
"2348",-0.55822,-0.0386,0.55154,1.10502,1.47541,1.80528,1.13603,1.13605,1.05024,"QSO"
"2349",-0.78933,1.21288,1.70522,1.04987,0.59703,0.38155,-1.48835,-1.48833,-1.83946,"STAR"
"2350",0.92654,-0.29599,0.33457,0.72682,1.24662,1.34565,0.34348,0.34345,0.37398,"QSO"
"2351",-0.78919,-0.4445,-0.93834,-0.98847,-0.88853,-0.79151,-1.30646,-1.30644,-1.57626,"STAR"
"2352",0.1764,0.50363,1.39753,0.95742,0.70867,0.43776,1.15031,1.15028,1.34275,"GALAXY"
"2353",-0.78811,-1.38874,-1.24491,-0.95708,-0.72535,-0.54376,0.92098,0.92096,0.92417,"STAR"
"2354",-0.78884,-1.29518,-1.46752,-1.41341,-1.324,-1.20151,-0.9491,-0.9491,-1.02774,"STAR"
"2355",-0.5795,-0.72336,-1.17346,-1.41048,-1.44595,-1.49487,-0.27948,-0.27945,-0.04294,"GALAXY"
"2356",0.0664,0.49176,1.16344,1.04291,0.65544,0.59365,0.32988,0.3299,0.37675,"GALAXY"
"2357",-0.02275,0.65528,1.31285,0.93745,0.61079,0.56407,0.67844,0.67844,0.54208,"GALAXY"
"2358",-0.41785,0.57643,0.14232,-0.03726,-0.15841,-0.22429,-0.49049,-0.49047,-0.22596,"GALAXY"
"2359",-0.27937,0.50573,0.17265,-0.18146,-0.28595,-0.3896,-0.24283,-0.24287,0.16276,"GALAXY"
"2360",1.57954,-0.43685,0.22432,0.94172,1.00823,1.30191,0.76687,0.76685,0.67423,"QSO"
"2361",-0.28266,1.6954,0.0132,-0.43832,-0.51916,-0.57358,0.68524,0.68522,0.55867,"GALAXY"
"2362",-0.19104,0.24838,0.40464,0.18872,0.07948,0.07282,0.29126,0.29129,0.39831,"GALAXY"
"2363",0.07349,-1.16051,-0.69543,-0.19396,0.04202,0.25306,-0.99246,-0.99245,-1.12284,"QSO"
"2364",0.11165,-0.02138,0.96946,0.67496,0.44235,0.37771,-0.30925,-0.30926,-0.05953,"GALAXY"
"2365",-0.18918,0.1748,0.28317,-0.04113,-0.15879,-0.19768,0.68153,0.68149,0.55535,"GALAXY"
"2366",-0.13395,1.48597,0.37092,-0.02426,-0.18376,-0.28323,0.52568,0.52568,0.44642,"GALAXY"
"2367",0.14423,0.07732,0.71652,0.87109,0.87195,0.8448,1.49817,1.49814,1.22552,"GALAXY"
"2368",2.35357,-0.20492,0.23101,0.72752,1.17188,1.02878,0.68186,0.68183,0.55756,"QSO"
"2369",-0.38943,0.11936,-0.43754,-0.73829,-0.78293,-0.81433,-0.25201,-0.25202,0.19649,"GALAXY"
"2370",4.44471,1.46493,1.04714,0.97612,1.24037,1.30097,-0.38949,-0.38953,0.00074,"QSO"
"2371",-0.32426,0.95135,-0.24508,-0.67984,-0.75307,-0.78424,-0.79397,-0.79396,-0.72859,"GALAXY"
"2372",0.15294,1.52871,1.24795,0.92717,0.47207,0.40488,0.5325,0.53245,0.46467,"GALAXY"
"2373",-0.12915,-0.1678,0.58235,0.07801,-0.13634,-0.29675,0.3861,0.38613,0.37841,"GALAXY"
"2374",-0.78935,0.02521,-0.41271,-0.5259,-0.50548,-0.50746,-1.35689,-1.35691,-1.48558,"STAR"
"2375",0.08925,0.1051,0.48498,0.6641,0.50008,0.4982,0.50368,0.50366,0.44034,"GALAXY"
"2376",-0.15359,0.45196,0.79116,0.37016,0.21885,0.13693,-0.15917,-0.15921,0.15446,"GALAXY"
"2377",0.16581,0.80467,1.69867,1.08423,0.75776,0.46588,1.03683,1.0368,0.9872,"GALAXY"
"2378",0.12754,1.16851,0.98942,0.57815,0.12015,0.14847,0.0525,0.05249,0.18653,"GALAXY"
"2379",0.4425,-0.50703,-0.05562,0.33892,0.69561,0.72273,0.52365,0.52365,0.45748,"QSO"
"2380",-0.08415,1.79951,0.8452,0.49922,0.35542,0.37061,-0.45487,-0.45491,-0.19223,"GALAXY"
"2381",-0.78898,-0.09091,-0.41994,-0.44018,-0.34907,-0.27304,0.55751,0.55752,0.38449,"STAR"
"2382",2.9036,0.22337,0.53888,0.92982,1.1622,1.36097,1.90396,1.90392,1.45499,"QSO"
"2383",-0.53096,-0.87666,-1.30945,-1.61364,-1.65966,-1.67071,-0.93895,-0.93893,-1.02276,"GALAXY"
"2384",0.93529,-0.36521,0.41752,0.77931,1.2719,1.28873,0.83055,0.83053,0.75054,"QSO"
"2385",-0.78926,0.05259,0.32194,0.87604,1.17902,1.14114,0.53619,0.53618,0.4431,"STAR"
"2386",-0.51044,0.20053,-0.52841,-0.63128,-0.64991,-0.61615,-1.21024,-1.21025,-1.43636,"GALAXY"
"2387",2.36746,0.32603,0.6069,1.24605,1.5494,1.35954,0.06028,0.06028,0.21529,"QSO"
"2388",2.28412,0.00924,0.21907,0.58315,0.86398,0.79423,1.87313,1.8731,1.42348,"QSO"
"2389",-0.79029,-1.88801,-1.93164,-1.84168,-1.73204,-1.58542,-1.00295,-1.00295,-0.74407,"STAR"
"2390",-0.67446,-0.77451,-1.17332,-1.21558,-1.23415,-1.22564,-1.31049,-1.31051,-1.46844,"GALAXY"
"2391",-0.78962,0.83121,0.40527,0.45444,0.53631,0.63574,1.13944,1.13944,1.06738,"STAR"
"2392",-0.68771,-1.28071,-1.29972,-1.13488,-1.07539,-1.01139,-1.38268,-1.38265,-1.56354,"GALAXY"
"2393",-0.61624,-1.16374,-1.31482,-1.40959,-1.42693,-1.43303,-1.40842,-1.4084,-1.74823,"GALAXY"
"2394",-0.57368,-1.0537,-1.09029,-1.06212,-1.0276,-0.97267,-1.34776,-1.34777,-1.61497,"GALAXY"
"2395",-0.60373,-0.82144,-1.01963,-1.13743,-1.12949,-1.12047,-0.91896,-0.91895,-0.63072,"GALAXY"
"2396",-0.15313,0.91128,0.62924,0.3097,0.11366,-0.02442,-0.28726,-0.28724,0.14783,"GALAXY"
"2397",-0.79025,-1.715,-1.66818,-1.47136,-1.29823,-1.12541,-0.75434,-0.75433,-0.53008,"STAR"
"2398",-0.39021,-1.07476,-0.59075,-0.31455,-0.0791,-0.21191,-0.64154,-0.64154,-0.37526,"QSO"
"2399",-0.08389,0.20778,0.45109,0.08301,-0.1826,-0.27431,0.62259,0.62255,0.62557,"GALAXY"
"2400",-0.51502,0.1748,0.76578,1.16176,1.69172,1.66594,1.45444,1.45444,1.38975,"QSO"
"2401",1.08464,-1.12601,-0.46225,-0.16473,0.13867,0.36532,1.09573,1.09574,1.21557,"QSO"
"2402",2.6033,0.33439,0.73401,1.31044,1.67777,2.05965,1.14894,1.14892,1.34053,"QSO"
"2403",2.31151,-0.2351,0.21432,0.69059,0.95626,1.06065,1.72645,1.72643,1.41795,"QSO"
"2404",0.02502,0.58167,1.2568,0.94417,0.65292,0.46141,0.35871,0.35869,0.33196,"GALAXY"
"2405",-0.78895,1.65779,0.81549,0.84804,0.75563,0.70262,1.0456,1.04561,0.98941,"STAR"
"2406",0.35309,0.87368,1.67735,1.35919,0.95757,0.66506,1.04933,1.04934,1.43896,"GALAXY"
"2407",2.13243,-0.86345,-0.33392,0.17546,0.34777,0.34111,1.06965,1.06966,1.00213,"QSO"
"2408",-0.79019,0.31016,0.39655,0.81146,1.12088,1.22911,1.22516,1.22513,1.56835,"STAR"
"2409",0.3369,0.04181,0.50581,0.68675,0.64687,0.6983,1.51978,1.51982,1.2305,"GALAXY"
"2410",-0.31972,1.07285,0.31181,-0.13074,-0.19997,-0.23483,0.19543,0.19543,0.5924,"GALAXY"
"2411",-0.03899,0.55225,0.26556,-0.13668,-0.33769,-0.43422,0.62524,0.62526,0.47462,"GALAXY"
"2412",0.33118,1.9106,1.53374,1.19043,0.92532,0.63566,0.87827,0.87829,1.39251,"QSO"
"2413",-0.72461,-2.58249,-2.84913,-2.97207,-3.02232,-2.98237,-1.56251,-1.56251,-1.96941,"GALAXY"
"2414",-0.34793,0.23917,0.12004,-0.08592,-0.13532,-0.21305,-1.46562,-1.46564,-1.61275,"GALAXY"
"2415",2.77105,0.67538,0.84216,1.20744,1.50203,1.68462,2.17083,2.17083,1.60318,"QSO"
"2416",-0.15004,1.59465,0.18362,-0.22213,-0.41711,-0.46799,-1.1269,-1.12692,-0.99235,"GALAXY"
"2417",3.27804,0.35878,0.33417,0.73781,1.09568,1.12091,1.36637,1.36638,1.37095,"QSO"
"2418",-0.72947,-1.36501,-1.34563,-1.17864,-1.09257,-0.97027,-1.45209,-1.45209,-1.79744,"GALAXY"
"2419",-0.28469,-0.15331,-0.01071,-0.42557,-0.47948,-0.53929,-1.43954,-1.43956,-1.77643,"GALAXY"
"2420",2.33317,-0.03781,0.47351,1.00435,1.37976,1.1996,0.68823,0.68826,0.5747,"QSO"
"2421",0.2759,1.53461,1.09042,0.8128,0.5194,0.40756,0.54028,0.54025,0.43204,"GALAXY"
"2422",-0.14125,0.4105,1.05519,0.63747,0.44523,0.32258,-0.36377,-0.36379,-0.12422,"GALAXY"
"2423",-0.05503,1.38623,0.913,0.57526,0.33268,0.27749,-0.43118,-0.4312,0.03337,"GALAXY"
"2424",-0.79052,0.91278,0.57476,1.0405,1.2708,1.38487,0.00172,0.00168,0.13069,"STAR"
"2425",0.04994,-0.20513,0.79486,0.53722,0.33256,0.18477,-0.28114,-0.28114,-0.03188,"GALAXY"
"2426",-0.52432,-0.47027,-0.79875,-1.06045,-1.13097,-1.16387,-0.84309,-0.84308,-0.61026,"GALAXY"
"2427",0.3193,-0.36109,-0.07338,0.19213,0.39843,0.29247,0.8851,0.88506,1.55563,"QSO"
"2428",-0.78958,0.88583,0.94582,0.78109,0.40552,0.71769,-0.80751,-0.80751,-0.74905,"STAR"
"2429",2.52433,-0.36459,0.13145,0.51711,0.8941,0.9961,1.90221,1.90223,1.46716,"QSO"
"2430",0.11778,1.65911,0.87514,1.20123,0.88774,0.69254,0.84479,0.84475,0.93467,"GALAXY"
"2431",0.29811,0.01725,0.68359,0.98736,1.12809,1.3742,1.42397,1.42396,1.19124,"GALAXY"
"2432",-0.71876,-1.2115,-1.44208,-1.51659,-1.50375,-1.50932,-1.31018,-1.31017,-1.46622,"GALAXY"
"2433",-0.55685,-1.1181,-1.13788,-1.0906,-1.05783,-0.98702,-1.26682,-1.26681,-1.36559,"GALAXY"
"2434",0.23959,-0.67077,-0.27584,0.22107,0.54639,0.61341,0.05589,0.05588,0.16995,"QSO"
"2435",1.66518,-0.63237,-0.07503,0.44862,0.66807,0.86067,-1.16791,-1.16791,-1.33352,"QSO"
"2436",-0.12895,1.13896,0.73108,0.41174,0.25385,0.18238,-0.39159,-0.39157,0.00793,"GALAXY"
"2437",0.00325,0.28886,0.55122,0.23513,0.03624,-0.03155,0.39662,0.39663,0.34634,"GALAXY"
"2438",-0.7893,1.40978,1.33409,1.2646,0.77849,0.51913,1.11504,1.11505,1.27418,"STAR"
"2439",-0.06048,1.11973,1.00233,0.60391,0.41751,0.30179,0.6666,0.66659,0.63663,"GALAXY"
"2440",0.41789,0.96652,1.73184,1.42918,1.46993,1.52781,1.41585,1.41583,1.37205,"GALAXY"
"2441",0.54567,-0.2608,0.40137,0.94791,1.22483,1.53199,1.26711,1.26713,1.21446,"QSO"
"2442",-0.78942,-0.01638,0.00548,0.43713,0.77958,0.94448,-0.14698,-0.14701,0.01567,"STAR"
"2443",0.05949,-0.03565,0.78045,0.60393,0.34924,0.32682,-0.04808,-0.04811,0.08313,"GALAXY"
"2444",-0.30089,0.88413,0.23319,-0.15875,-0.22229,-0.25128,-0.12874,-0.12872,0.03558,"GALAXY"
"2445",-0.78941,0.69448,0.79325,0.63314,0.49976,0.3873,1.04934,1.04934,1.43896,"STAR"
"2446",0.09888,0.01898,0.45444,0.50661,0.43631,0.36173,0.33261,0.33261,0.32754,"GALAXY"
"2447",-0.37818,0.22891,-0.26117,-0.61808,-0.65267,-0.69745,0.54936,0.54939,0.45748,"GALAXY"
"2448",-0.00663,0.25508,0.35714,0.33266,0.16588,0.13412,-0.39594,-0.39597,0.00074,"GALAXY"
"2449",0.23124,0.52684,0.93011,1.24331,1.48997,1.66621,1.79319,1.79316,1.4091,"GALAXY"
"2450",-0.08827,2.27199,0.54023,0.4373,0.30008,0.28232,0.50365,0.50366,0.44034,"GALAXY"
"2451",-0.78973,-0.2697,-0.31477,0.02342,0.29178,0.51413,-0.35969,-0.35973,-0.13086,"STAR"
"2452",-0.78969,-1.07285,-0.96039,-0.68174,-0.45619,-0.28934,-0.76686,-0.76687,-0.5992,"STAR"
"2453",0.1494,1.02955,0.86725,0.68841,0.42597,0.47779,-0.39158,-0.39157,0.00793,"GALAXY"
"2454",0.15495,0.90885,1.32861,0.75271,0.37891,0.26258,0.02101,0.02099,0.2645,"GALAXY"
"2455",-0.03493,1.01958,1.05441,0.66866,0.43062,0.35259,0.00204,0.00202,0.13235,"GALAXY"
"2456",-0.78931,0.41652,0.25989,0.18684,0.31241,0.37912,0.7723,0.77227,0.64382,"STAR"
"2457",0.08119,1.66142,1.58337,1.049,0.76263,0.62505,0.39056,0.39053,0.35905,"GALAXY"
"2458",-0.78979,-0.6215,-0.776,-0.6227,-0.46326,-0.31328,-0.90611,-0.90608,-0.56824,"STAR"
"2459",-0.78919,1.47487,1.0478,1.91786,2.01325,2.18997,0.74484,0.74483,0.59019,"GALAXY"
"2460",-0.11815,0.13429,0.50406,0.28364,0.14219,0.11457,-0.30657,-0.30655,-0.07833,"GALAXY"
"2461",-0.11151,1.53584,1.02986,0.48694,0.30662,0.15829,-0.36107,-0.36108,0.03945,"GALAXY"
"2462",-0.73978,-1.75163,-1.998,-1.99392,-1.98314,-1.96899,-0.93621,-0.93622,-1.00672,"GALAXY"
"2463",-0.03648,0.82138,0.80074,0.48799,0.28805,0.12889,0.55853,0.55854,0.47517,"GALAXY"
"2464",-0.78933,-0.05708,-0.22377,-0.2159,-0.16166,-0.15089,-1.22582,-1.22583,-1.46622,"STAR"
"2465",-0.11968,0.74889,0.49468,0.4582,0.31676,0.28418,0.57274,0.57276,0.46522,"GALAXY"
"2466",-0.01637,1.0084,0.68629,0.6198,0.48401,0.37244,-0.35325,-0.35329,-0.05953,"GALAXY"
"2467",-0.78944,-2.04444,-2.37477,-2.41232,-2.3419,-2.21288,-0.95759,-0.95756,-1.0388,"STAR"
"2468",-0.4816,-0.21497,-0.1203,-0.08654,-0.05343,-0.04275,-1.18719,-1.18721,-1.4336,"GALAXY"
"2469",0.47124,1.56553,1.81954,1.49564,1.20891,0.62982,1.22411,1.22412,1.15917,"GALAXY"
"2470",-0.70849,1.35492,0.70152,0.80418,0.85287,0.77749,-1.23059,-1.23057,-1.46456,"GALAXY"
"2471",3.5212,0.12325,0.12918,0.51462,0.81821,1.01578,0.57341,0.57344,0.46467,"QSO"
"2472",-0.78805,-1.23567,-1.27319,-0.86583,-0.59484,-0.39371,-1.54389,-1.54388,-1.79744,"STAR"
"2473",-0.48608,-0.64732,0.29697,-0.07291,-0.195,2.1636,0.53892,0.53889,0.46301,"GALAXY"
"2474",1.39609,-0.16052,0.37537,0.91605,1.13097,1.13977,0.73366,0.73365,0.78759,"QSO"
"2475",-0.00539,1.08232,0.8147,0.60869,0.46059,0.32224,-0.46034,-0.46033,-0.20772,"GALAXY"
"2476",0.00249,0.70827,0.72827,0.3829,0.1378,0.01454,-0.03626,-0.03625,0.13345,"GALAXY"
"2477",-0.23792,1.88639,0.26249,-0.22818,-0.31322,-0.3811,-0.02946,-0.02948,0.34634,"GALAXY"
"2478",-0.69779,-1.41983,-1.28446,-1.07505,-1.00743,-0.8867,-1.58249,-1.5825,-2.0341,"GALAXY"
"2479",2.13357,-1.18958,-0.73269,-0.34774,-0.09145,-0.01685,1.09847,1.09845,1.06793,"QSO"
"2480",0.12558,0.74738,1.08167,0.8366,0.35358,0.31356,0.4386,0.43863,0.39831,"GALAXY"
"2481",-0.78929,1.33871,1.05451,1.093,0.73291,0.40054,0.87019,0.87016,1.09834,"STAR"
"2482",-0.14167,1.04804,0.33175,0.11209,-0.04441,-0.17532,-0.14466,-0.14464,0.06544,"GALAXY"
"2483",-0.78919,-1.21974,-1.49209,-1.48271,-1.385,-1.26284,-1.36706,-1.36707,-1.64095,"STAR"
"2484",-0.10092,1.80047,0.34839,0.14679,-0.04543,-0.22941,-0.36789,-0.36786,-0.13915,"GALAXY"
"2485",-0.1838,1.2736,0.37897,-0.04398,-0.16324,-0.24484,0.10631,0.10635,0.23298,"GALAXY"
"2486",-0.52623,-0.33957,-0.80395,-1.11602,-1.19594,-1.27524,-1.18282,-1.18281,-1.33628,"GALAXY"
"2487",-0.78913,-0.58058,-0.81685,-0.77885,-0.66687,-0.5896,0.7174,0.71739,0.55756,"STAR"
"2488",-0.74162,-1.13019,-1.19922,-1.12848,-1.03119,-0.94149,-1.11371,-1.11371,-0.96359,"GALAXY"
"2489",-0.06462,0.53043,0.62638,0.34541,0.14521,-0.00929,0.02098,0.02099,0.2645,"GALAXY"
"2490",0.05765,1.14144,1.29565,0.78606,0.49486,0.48087,-0.2649,-0.26489,-0.03077,"GALAXY"
"2491",1.68618,-0.60786,-0.20576,0.08726,0.14901,0.24433,1.73626,1.73626,1.58991,"QSO"
"2492",-0.00103,1.74896,0.82972,0.48569,0.22163,0.12315,-0.17747,-0.1775,0.0013,"GALAXY"
"2493",-0.78973,-0.61006,-0.52608,-0.33401,-0.1552,-0.01181,-0.90645,-0.90642,-0.56326,"STAR"
"2494",0.09773,0.42907,1.6088,0.8103,0.3703,0.26336,0.3116,0.31161,0.28219,"GALAXY"
"2495",-0.39716,0.71547,-0.4811,-0.90911,-0.96527,-1.00817,-1.26308,-1.26309,-1.52981,"GALAXY"
"2496",-0.78952,0.35736,0.56437,1.09632,1.50656,1.52477,-0.04402,-0.04404,0.0671,"STAR"
"2497",-0.78924,0.93227,0.80353,0.49298,-0.23278,-0.6405,-1.51915,-1.51916,-1.90803,"STAR"
"2498",0.3044,0.20667,0.51436,0.52986,0.38566,0.36481,-0.24795,-0.24795,0.14672,"GALAXY"
"2499",-0.09896,1.5739,0.9203,0.68881,0.46791,0.7554,0.67713,0.67709,0.54263,"GALAXY"
"2500",-0.78953,0.01086,0.20509,0.64996,0.9654,1.19393,0.6815,0.68149,0.55535,"STAR"
"2501",-0.78942,1.16702,0.1049,0.42486,0.69046,0.79306,0.3943,0.39426,0.5277,"STAR"
"2502",2.31889,0.51835,0.51935,1.10967,1.49807,1.39264,0.01861,0.01862,0.26395,"QSO"
"2503",0.7594,-0.70477,-0.13445,0.23535,0.68917,0.78679,0.8055,0.80546,0.6593,"QSO"
"2504",0.02543,0.01311,0.49807,0.40315,0.27249,0.2457,-0.09419,-0.09417,0.05272,"GALAXY"
"2505",-0.78896,-1.36315,-0.63777,0.105,0.65568,1.16706,-0.23065,-0.23068,-0.02856,"STAR"
"2506",-0.68754,-1.0359,-1.33828,-1.4371,-1.45535,-1.46709,-1.31154,-1.31152,-1.59451,"GALAXY"
"2507",0.07522,0.46363,0.54437,0.58503,0.36944,0.35348,0.01319,0.0132,0.34965,"GALAXY"
"2508",-0.22939,0.61685,0.38378,-0.20277,-0.28202,-0.34378,0.66898,0.66896,0.59572,"GALAXY"
"2509",-0.78975,-0.87429,-0.70242,-0.40126,-0.17446,-0.03453,-0.23409,-0.23406,0.00019,"STAR"
"2510",0.28168,1.61682,1.61975,0.86573,0.50322,0.33276,0.01629,0.01625,0.21529,"GALAXY"
"2511",0.07997,0.54008,0.8134,0.48335,0.1856,0.11253,0.11383,0.1138,0.2457,"GALAXY"
"2512",-0.17314,1.97363,0.56816,0.25115,0.11738,0.01992,0.61948,0.6195,0.64106,"GALAXY"
"2513",4.48819,0.94615,1.14048,0.7488,1.02379,1.14763,0.25911,0.25911,0.25068,"QSO"
"2514",-0.33156,0.58531,0.07242,-0.27345,-0.33527,-0.37552,0.5589,0.55887,0.47462,"GALAXY"
"2515",0.30135,0.45568,1.04127,0.63337,0.29175,0.10156,-0.42716,-0.42713,-0.19002,"GALAXY"
"2516",-0.22027,0.27648,0.45044,0.00324,-0.05988,-0.07499,0.11519,0.11515,0.24404,"GALAXY"
"2517",-0.78919,-1.4663,-2.04307,-2.22054,-2.23303,-2.14836,-0.59246,-0.59243,-0.3548,"GALAXY"
"2518",-0.67645,-1.22355,-1.55982,-1.67842,-1.68958,-1.67395,0.68152,0.68149,0.55535,"GALAXY"
"2519",3.62307,0.43872,0.40394,0.86596,1.15689,1.41788,0.07384,0.07383,0.23243,"QSO"
"2520",0.02473,1.84262,0.62842,0.4801,0.22723,0.14452,0.68318,0.68318,0.75552,"GALAXY"
"2521",0.29538,-0.2994,-0.07386,-0.03745,-0.02378,-0.10446,-0.29675,-0.29673,-0.04736,"GALAXY"
"2522",5.03747,1.05185,1.49318,1.24284,1.11376,0.98208,1.51675,1.51677,1.26146,"QSO"
"2523",1.82677,0.02949,0.58271,1.17449,1.30028,1.43797,1.35794,1.35791,1.35657,"QSO"
"2524",-0.78889,1.30938,0.94016,0.57156,0.17903,-0.11459,-1.31693,-1.31694,-0.61081,"STAR"
"2525",2.26176,0.58534,0.48057,1.01523,1.34719,2.34295,0.82547,0.82545,0.74999,"QSO"
"2526",0.23556,0.9765,1.40288,0.96618,0.61541,0.41344,1.06493,1.06492,0.80362,"GALAXY"
"2527",-0.12658,-0.00296,0.47031,0.0803,-0.10264,-0.20168,0.22725,0.22727,0.40716,"GALAXY"
"2528",1.04124,-0.05552,0.62164,1.21466,1.56119,0.98869,0.91488,0.91487,0.75718,"GALAXY"
"2529",-0.05874,-0.09781,0.08572,-0.03946,-0.13077,-0.19498,-0.4302,-0.43018,0.03503,"GALAXY"
