"","alpha","delta","u","i","redshift","plate","MJD","fiber_ID","cam_col","fieldbin","runbin","class"
"2990",-0.946973886918299,0.494352826139172,1.27598,0.98907,-0.78914,0.87151,1.49038,0.68875,"5","(-0.774,-0.45]","(0.8,1.9]","STAR"
"2991",0.367281078779436,-0.806127529629338,1.34338,0.1138,-0.01872,0.01997,0.134,1.76032,"4","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"2992",-0.690913185124299,0.995981900986908,-0.26683,1.01781,2.32508,-0.35973,-0.13086,0.56765,"3","(0.58,5.4]","(0.048,0.8]","QSO"
"2993",0.0932374173298825,-0.995308423554284,-0.48322,-0.96886,-0.54954,-0.03287,0.36182,1.71995,"2","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"2994",-0.503437071591207,-0.814109418311436,-0.64084,-1.27397,-0.78917,-1.51746,-1.88646,-1.51676,"3","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"2995",0.970097252963407,0.960246294806352,-0.29177,1.0847,-0.78824,1.8714,1.42071,1.76766,"4","(-0.774,-0.45]","(-0.831,-0.327]","STAR"
"2996",-0.674268596705776,-0.909930147504908,-0.26249,1.00484,0.84813,0.83628,0.76768,0.08325,"3","(-1.18,-0.774]","(0.8,1.9]","QSO"
"2997",0.999641502391883,0.741737398399184,0.86873,1.09505,0.07343,2.17083,1.60318,0.39517,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"2998",-0.577407616127408,0.811778826215385,0.07283,0.2688,-0.02886,-0.22593,-0.00091,1.12178,"4","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"2999",-0.9822168212975,-0.845662983621885,-0.80636,-1.02515,-0.6932,-1.41517,-1.75707,0.48325,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"3000",0.744125620443439,0.504807018579878,1.13456,0.49406,-0.78925,0.87354,1.38698,-1.1608,"4","(-0.45,-0.06]","(0.8,1.9]","STAR"
"3001",0.366783458132536,-0.866290767624024,-0.5016,0.72784,1.12632,0.88811,1.55508,1.18417,"4","(-0.06,0.58]","(0.8,1.9]","QSO"
"3002",-0.0278638815376647,0.983117407012957,0.27823,0.00856,-0.15808,-1.62179,-2.15077,-1.39933,"1","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"3003",0.0941396911932194,0.648379048594408,0.27547,1.93711,0.94918,1.39043,1.34551,-0.63969,"6","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"3004",0.617037038968296,0.911038554872554,-0.46975,0.73654,0.55054,1.259,1.02923,1.87408,"3","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"3005",0.903465731912674,-0.997939048906726,0.52438,-0.37064,-0.01748,0.22625,0.41324,1.15848,"3","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"3006",-0.324619225096133,0.743245378780051,-0.27233,1.05554,0.61987,1.01208,0.75552,-1.16814,"1","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"3007",-0.586482763597802,0.993394710810428,0.36005,1.25532,-0.78919,1.43615,1.38754,0.24105,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"3008",0.565053374141825,-0.966944902033192,1.05587,-0.19538,-0.78951,-0.05996,0.08756,1.15114,"4","(0.58,5.4]","(-0.327,0.048]","STAR"
"3009",-0.999536874493481,0.359793550083264,-0.40165,-0.55723,-0.63366,1.26171,1.03531,-0.85254,"5","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"3010",0.988421865347372,-0.735401868382034,0.55289,0.87751,-0.08728,1.05001,1.42292,-1.53511,"1","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"3011",-0.98343790783679,0.683442218221076,1.45483,0.1465,-0.09753,0.51213,0.42873,-0.39749,"1","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"3012",0.295122909512122,0.595681728213976,-0.63776,-0.11401,-0.78895,-1.37486,-1.62879,0.38784,"6","(0.58,5.4]","(-0.327,0.048]","STAR"
"3013",0.921328001482999,-0.441175253958975,0.69654,1.77187,2.51547,-0.36515,-0.12643,-0.65437,"1","(0.58,5.4]","(-0.327,0.048]","QSO"
"3014",-0.665133920351762,0.94243167122106,-1.37349,-1.24585,-0.78901,-0.83563,-0.81485,-0.66171,"5","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"3015",0.986029202426941,-0.865721144967159,0.95254,0.53505,0.009,0.56226,0.46301,-0.88924,"3","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"3016",0.956458394305067,0.897300034057699,-0.36149,-1.01961,-0.49759,-1.07645,-1.18809,-0.68373,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"3017",0.882240633882572,0.994861625074814,-0.35375,0.00262,-0.78872,-0.13279,0.16773,-0.08556,"3","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"3018",-0.921376747000558,0.622630592191042,-1.20869,-0.86276,-0.63064,-1.39146,-1.48005,-0.44887,"6","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"3019",-0.968700664548807,-0.994259596829842,2.11199,0.21661,-0.04467,-0.40986,-0.14136,0.27774,"2","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"3020",0.817311942113217,-0.821367889401345,0.88562,0.14386,-0.15765,-0.1758,0.00627,-0.01584,"6","(0.58,5.4]","(0.048,0.8]","GALAXY"
"3021",-0.882268088517246,-0.52706709030338,0.14268,0.00217,-0.09712,0.30958,0.27888,0.19701,"3","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"3022",0.723731477373644,0.99465668749887,-1.23561,-0.91426,-0.66123,-1.45819,-1.81182,-0.73511,"3","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"3023",-0.217160836387082,-0.452196403891583,-0.36019,0.97782,0.14861,-0.2361,-0.02746,1.32362,"3","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"3024",0.98432860809116,0.736811123020395,-0.81452,-0.51929,-0.78952,-1.09881,-1.29923,-0.52226,"3","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"3025",-0.283666558724888,-0.994486590579165,-1.11314,0.03715,1.78072,0.11143,0.2457,1.12178,"6","(-0.774,-0.45]","(0.048,0.8]","QSO"
"3026",0.940076582794217,-0.485807123641575,1.22225,0.63296,-0.09254,0.64626,0.5465,1.92179,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"3027",-0.521556763909625,0.477064562032129,-0.29736,0.20295,3.76729,-0.15853,0.134,-0.95162,"2","(0.58,5.4]","(0.8,1.9]","QSO"
"3028",-0.962061971212098,0.579968745821347,-1.27784,-0.9927,-0.75197,-1.64956,-2.20109,0.03921,"6","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"3029",-0.264540945638384,-0.998844061304294,0.14291,-0.19456,-0.23553,0.3465,0.33251,1.16215,"2","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"3030",0.899138857212981,0.306423517313111,-0.8185,-2.20511,-0.78912,-0.93758,-1.02608,-0.63235,"4","(-0.06,0.58]","(0.048,0.8]","STAR"
"3031",-0.0312196820808825,-0.825066873626237,-0.46194,-1.19291,-0.49071,-1.5195,-1.90637,-0.04886,"3","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"3032",0.998677666047852,-0.708352105538334,-0.15686,1.3925,0.8772,2.10139,1.57001,-0.32043,"4","(-0.45,-0.06]","(0.8,1.9]","QSO"
"3033",-0.4755135234305,0.969569677578284,0.05147,1.38676,0.49107,0.92706,0.93467,1.18417,"4","(0.58,5.4]","(0.048,0.8]","QSO"
"3034",-0.312583650537749,0.156959354885689,-0.42916,0.89042,1.14138,1.43344,1.36321,-0.83419,"3","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"3035",0.986257531662311,0.293399898700521,0.04205,-0.64594,-0.28687,-1.42364,-1.61275,0.03554,"5","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"3036",0.993730383347517,-0.668872527108493,-0.49963,0.4625,1.0422,1.14655,1.44006,-0.41584,"3","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"3037",0.973334137989371,-0.605849082337837,-1.07887,0.02634,1.19776,1.7349,1.43841,-0.20666,"5","(-0.06,0.58]","(-0.327,0.048]","QSO"
"3038",-0.101628757431774,0.520449653468264,0.31406,-0.59186,-0.3974,-1.61671,-1.98433,-1.31126,"1","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"3039",0.247910338148478,0.951723188800663,-0.26748,0.7984,2.59658,0.07451,0.20312,0.97866,"5","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"3040",-0.720909660453396,-0.409001896130258,2.13679,-0.42941,-0.37403,-0.46202,-0.19279,-1.07639,"4","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"3041",0.999053506791596,0.895574318776169,0.50154,0.38069,0.02897,-0.30316,-0.06229,-0.65437,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"3042",0.808515872119742,-0.720246311060534,1.0868,0.16661,-0.14461,0.52839,0.45914,-0.96997,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"3043",-0.960938294955554,0.213184445395915,-0.95527,-1.21972,-0.6655,-1.05511,-0.9741,0.36215,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"3044",-0.403985756141401,0.467713447944444,-0.00481,-0.46606,-0.40281,2.02823,1.57277,0.44655,"5","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"3045",-0.90849076999116,0.9566598538092,-1.98193,-1.84412,-0.78931,-0.87627,-0.76453,0.20068,"4","(-0.774,-0.45]","(0.8,1.9]","STAR"
"3046",0.983810868952223,-0.273714990587771,0.37762,0.54976,0.01138,0.68217,0.55811,-0.71309,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"3047",0.433669868368412,0.849547205419793,0.6252,0.75113,-0.02346,0.49181,0.52383,1.2172,"2","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"3048",0.717165145977784,-0.946527418469417,-0.99882,-1.05324,-0.72252,-0.86645,-0.84084,0.49059,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"3049",0.929167241690435,-0.935861513210764,-0.94908,-1.63099,-0.62483,0.00067,0.15336,-0.01217,"2","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"3050",0.209728323433937,-0.928722684364101,0.05784,1.48002,0.7854,0.99209,1.0812,0.7071,"2","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"3051",0.999773966175337,0.674567783547571,1.23783,0.73763,0.1242,-0.40545,-0.14468,-0.0085,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"3052",-0.854026678213338,0.52156376303523,0.53957,0.45807,0.14821,-0.40308,-0.14192,0.65206,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"3053",-0.43813737442317,-0.990888264570383,1.41955,0.42822,0.21383,-0.00712,0.14838,0.50527,"4","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"3054",0.238408063271492,0.703863939408698,0.79783,-0.06059,-0.7893,-1.09474,-1.04101,-1.31493,"2","(-0.06,0.58]","(-0.327,0.048]","STAR"
"3055",0.648931755860412,-0.254713917020317,-0.99839,-0.58078,-0.78904,-0.86442,-0.82481,0.10893,"5","(-0.06,0.58]","(0.048,0.8]","STAR"
"3056",-0.472153708617627,-0.425789410055766,-0.91348,-1.64064,-0.78929,0.27571,0.28385,-0.39382,"3","(-1.18,-0.774]","(0.8,1.9]","STAR"
"3057",-0.639068196021132,0.0688021113346013,-0.08645,0.14786,1.71039,0.5372,0.46411,-0.30942,"6","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"3058",-0.77911270836934,-0.252955525275501,0.51598,1.79864,0.88255,1.37857,1.14921,1.23555,"2","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"3059",-0.531594657974644,-0.210756522257453,-1.55841,-1.248,-0.7896,-1.01074,-0.76122,-1.56814,"3","(-0.06,0.58]","(0.048,0.8]","STAR"
"3060",-0.840324000995098,0.978728381426748,1.58832,1.09058,3.6854,1.25392,1.24819,-0.29107,"6","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"3061",-0.219978126770709,0.984466667987113,-1.77505,-1.44656,-0.65264,-1.46429,-1.73938,-0.59199,"6","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"3062",0.348915028614882,0.534648390607883,0.72018,1.13924,0.0254,0.68691,0.56088,-1.5975,"2","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"3063",-0.75904953569026,0.715898807267615,0.50726,1.57389,1.51178,1.36197,1.14756,0.08325,"2","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"3064",-0.174494788086301,-0.997579862483015,0.41014,1.09923,3.38717,0.76177,0.65267,0.05389,"6","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"3065",0.454669618146863,0.543383254105469,0.60507,1.66345,0.38985,1.49915,1.37205,-1.15713,"1","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"3066",-0.882730350374018,-0.0898285316363883,1.01991,0.51472,-0.07163,0.11482,0.21971,-1.16814,"4","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"3067",-0.0306326645592352,-0.837656474461411,0.64188,0.04192,-0.10386,-0.29063,-0.0446,-0.19199,"6","(0.58,5.4]","(0.8,1.9]","GALAXY"
"3068",-0.76226774275266,0.95477350767902,0.35392,0.46827,-0.43038,0.41898,0.40771,-1.39566,"5","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"3069",-0.310876447000957,-0.993324955510287,0.16709,-0.32507,-0.3126,0.00778,0.16939,1.84473,"3","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"3070",-0.88699288981119,0.580663537413122,0.3615,0.52218,0.19256,-0.40139,-0.14302,-1.33695,"4","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"3071",-0.083847719237794,0.373881836065506,1.77855,1.10881,0.04438,0.87151,1.49038,1.24656,"5","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"3072",0.637500273344419,0.909342129993576,1.30712,0.40059,-0.04411,-0.02914,0.34578,1.76766,"4","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"3073",0.853604735579937,0.999971329288147,0.08768,1.44081,0.60132,1.13774,1.42126,-1.59383,"3","(0.58,5.4]","(-0.831,-0.327]","QSO"
"3074",0.38387251417561,0.975473617065866,1.50229,0.23818,0.23602,-0.24355,0.15115,0.67408,"1","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"3075",0.0479644241982418,-0.168824489944923,-1.23121,-1.79823,-0.66099,-0.94469,-1.01281,-0.1296,"2","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"3076",0.338011128023557,-0.388629306784141,-0.49377,-1.08469,-0.52136,-0.24761,0.14893,-1.34796,"4","(0.58,5.4]","(0.8,1.9]","GALAXY"
"3077",-0.869276613845032,0.557168814785286,-0.81722,-0.22558,-0.72018,-1.3918,-1.49553,0.51628,"6","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"3078",0.145372849769391,-0.570845891230348,0.51608,0.69687,-0.7894,-0.37836,-0.14192,-0.51125,"3","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"3079",0.966267472119188,0.492957685501253,1.89496,0.24203,-0.11467,0.56497,0.47186,1.34197,"2","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"3080",0.38780241504893,0.966717036832141,1.13439,1.19977,2.53736,0.66388,0.59627,-0.24336,"5","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"3081",-0.0455275827194417,-0.183673997720702,1.05758,0.91858,-0.27076,2.50311,1.84759,-1.40667,"4","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"3082",-0.592293292184221,0.643955187755666,0.57726,0.30232,0.02709,0.53889,0.46301,0.49793,"1","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"3083",-0.479934417217862,0.571755753282856,1.2129,0.48456,-0.09116,-0.50165,-0.19223,0.63738,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"3084",-0.410265394961257,-0.999899891885888,1.15148,0.93755,0.15943,0.73264,0.61839,0.99701,"2","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"3085",-0.206201002508161,-0.977304305349875,0.89275,0.29576,-0.14471,0.28316,0.2645,0.20802,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"3086",0.857768325363975,0.862608032688944,1.43997,0.03788,-0.12536,0.65981,0.57304,-0.40483,"2","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"3087",-0.905065629706415,-0.998652156554494,-0.60656,0.68265,0.56467,-0.99211,-0.94479,0.68508,"2","(-0.45,-0.06]","(0.048,0.8]","QSO"
"3088",0.585753879780246,0.680304921382486,2.35086,0.10744,-0.02536,0.00439,0.40937,-0.17731,"3","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"3089",-0.471314974118234,0.152290859017687,0.25728,0.53461,0.04169,1.72643,1.41795,-0.19932,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"3090",0.537250308079715,0.53197353190292,1.01379,0.71634,0.02311,1.07406,1.01098,-0.88924,"1","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"3091",0.965523066964471,0.167628652821714,0.7596,0.31286,-0.13213,-0.05387,0.24736,-1.0874,"3","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"3092",-0.507948284703928,-0.19135108297233,-1.3773,-1.91868,-0.70028,-1.24378,-1.38605,-0.04153,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"3093",-0.991340334623956,-0.134336585091762,0.33197,-0.66869,-0.40295,0.54228,0.4619,1.68326,"6","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"3094",-0.466721356974154,0.875367113005268,0.86698,1.45438,0.42405,1.38264,1.29077,1.375,"1","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"3095",0.825592851201534,0.773297971903606,-0.67554,0.13775,0.44671,1.95879,1.47269,1.24289,"2","(0.58,5.4]","(-0.831,-0.327]","QSO"
"3096",0.998800991379237,0.827717503743939,0.4494,0.05229,-0.78919,-1.36267,-1.33241,-0.83786,"2","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"3097",-0.634168766127829,-0.726241407599172,0.45159,-0.37202,-0.33121,-0.32484,0.03558,-0.30942,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"3098",0.949557598097536,-0.65550475111307,0.45343,1.78781,0.56657,1.01343,0.75109,0.83554,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"3099",-0.236572457409595,0.525052948467569,0.08991,1.55287,-0.78919,1.13571,0.83791,1.15481,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"3100",-0.83867937428529,-0.117819650551637,-1.34917,-1.76509,-0.58427,-1.26614,-1.33628,0.44288,"6","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"3101",-0.623386505282397,0.962323227296628,1.12474,0.33373,0.02115,-0.30486,-0.06119,-0.63969,"3","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"3102",-0.587942727835283,-0.752392430370894,-1.4517,-1.1766,-0.78981,-1.49375,-1.86987,0.1493,"4","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"3103",0.999877924859405,-0.623732129978961,-1.73927,-1.83726,-0.7895,-0.97619,-1.11897,-1.6342,"4","(0.58,5.4]","(-0.831,-0.327]","STAR"
"3104",0.526450607686574,-0.281918124524272,0.95632,0.45729,-0.06543,0.33837,0.34136,0.96766,"3","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"3105",0.999956226856801,-0.0826586183911915,1.34801,0.66616,0.15631,1.89444,1.46827,1.20986,"1","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"3106",-0.826119312583789,0.263042541148562,1.46257,0.47397,0.07328,0.55921,0.46411,-1.06539,"4","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"3107",-0.478911983854329,-0.407373188243921,0.41629,0.31905,0.11295,0.5355,0.44753,-0.19932,"2","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"3108",-0.327021212632062,-0.849700454948609,-0.01581,0.11945,0.22814,0.50163,0.44918,1.89243,"3","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"3109",-0.996136261113948,-0.210518570236501,-1.27835,-1.43274,-0.62189,-1.26851,-1.52981,-1.5608,"4","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"3110",0.451867230999115,-0.206792263470956,-0.37846,0.85888,1.84191,1.09913,1.06406,1.3016,"3","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"3111",0.903009117641964,-0.920261759218496,1.47279,0.00011,-0.12086,-0.05996,0.08756,1.95849,"6","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"3112",0.096890256718254,0.166731967796941,1.67848,-0.50734,-0.33684,-1.11371,-0.96359,-0.36813,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"3113",0.445308905122876,0.980596109923958,0.36939,0.21251,-0.15983,0.25098,0.2457,-1.1975,"2","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"3114",-0.00813809956060003,0.61409912632428,0.50263,0.85925,0.23417,0.91283,0.72732,0.92362,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"3115",0.67638826052569,0.526646462191166,-0.27442,-0.07856,-0.31513,-1.18586,-0.61247,0.17132,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"3116",0.465358889747468,-0.514799876588378,-1.18501,0.30814,-0.78917,-1.06866,-1.1903,-0.19932,"1","(-0.06,0.58]","(-0.327,0.048]","STAR"
"3117",-0.887676987089791,-0.974704772630809,1.26436,0.33368,-0.01569,-0.26895,-0.0269,-1.32961,"5","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"3118",0.171662485718541,0.163914789783133,-0.75399,0.61251,1.65315,-0.73875,-0.58814,-1.42869,"6","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"3119",0.407473113541462,-0.999499081086946,0.65444,0.6146,0.03578,-0.38344,-0.14579,1.56949,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"3120",-0.905978405966198,-0.580333503994079,-1.87976,-2.00642,-0.74931,-1.06731,-1.16874,-0.76814,"3","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"3121",0.557659933559151,0.924157338311674,0.19453,-0.36673,-0.30456,0.52941,0.43978,0.57499,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"3122",0.363277672903999,0.282838709068557,0.91276,0.51259,0.02651,-0.08029,0.08313,1.15848,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"3123",-0.996026316590044,0.572232223678215,-0.62747,-0.92628,-0.45545,-1.4924,-1.72998,0.13462,"4","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"3124",0.0567362196293842,0.483545959981952,1.35858,0.82366,0.16168,0.42068,0.41545,1.38968,"6","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"3125",-0.434401750370612,0.178348035631007,0.20583,1.40566,-0.78991,-0.35532,-0.07612,-1.20851,"4","(-0.774,-0.45]","(0.8,1.9]","STAR"
"3126",-0.859023857988457,-0.782828275382626,1.12844,-0.09198,-0.7891,-1.31999,-1.57847,-1.53878,"3","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"3127",-0.497590230111911,-0.973513123843628,0.31121,0.2931,-0.0961,0.6737,0.54153,0.9016,"2","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"3128",-0.070705384002589,0.607275500970672,1.14127,0.54558,-0.03538,-0.19308,0.00019,1.33463,"6","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"3129",0.667722613690344,0.223435556302856,1.99039,1.06322,-0.7893,-0.04167,0.07097,-0.18832,"1","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"3130",-0.992846181302648,0.962778652666794,1.03827,1.02256,0.36031,1.10421,1.04692,-1.63053,"2","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"3131",-0.999058095194114,0.788857231510338,0.30976,-0.20823,-0.24005,-1.51001,-1.88646,0.04655,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"3132",0.884847264067232,0.164862191519083,1.1112,-0.33722,-0.34426,-0.20053,-0.01197,0.64839,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"3133",-0.716686747207186,-0.0637211150396841,0.29171,-0.28,-0.25734,-0.16496,0.03282,-1.20851,"6","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"3134",0.984500602519284,0.671504096419259,1.19052,-0.20394,-0.78909,-1.22786,-1.0211,-1.34429,"2","(0.58,5.4]","(-0.327,0.048]","STAR"
"3135",-0.282317759888803,-0.321786034538707,1.31003,0.66508,0.06037,2.0218,1.6159,0.67408,"2","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"3136",0.959108499431328,0.996159751762862,1.41001,1.34425,3.50828,-0.46642,-0.1773,0.91995,"2","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"3137",0.345984570666313,0.949579397013689,-1.22752,-1.34643,-0.63069,-1.60655,-2.03244,0.35848,"4","(0.58,5.4]","(0.048,0.8]","GALAXY"
"3138",-0.917962983903435,0.15794880484629,-0.0957,1.62251,1.25407,0.8478,0.95237,1.11812,"2","(-1.18,-0.774]","(0.8,1.9]","QSO"
"3139",0.224778760185266,-0.861728312980198,0.45597,1.05942,-0.78904,-0.45863,-0.18947,0.01719,"2","(-0.06,0.58]","(-2.23,-0.831]","STAR"
"3140",-0.907026784405213,-0.680915994500295,-0.53886,0.68025,2.05888,1.13842,0.83846,-1.07639,"2","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"3141",-0.879482042079472,0.912037046837064,1.75996,0.3031,0.1408,0.21338,0.36292,-0.14061,"3","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"3142",-0.492857667206545,-0.930784342692342,-0.71717,0.42733,1.71207,1.90358,1.45665,-1.12777,"3","(0.58,5.4]","(-0.327,0.048]","QSO"
"3143",0.93017783553023,0.97194641556615,-0.46874,0.96679,0.8741,1.87174,1.42292,0.52362,"4","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"3144",0.71587704795803,0.442727775701507,-1.80117,-1.88918,-0.7891,-1.0436,-1.17537,-0.36079,"3","(-1.18,-0.774]","(0.048,0.8]","STAR"
"3145",-0.701796437292468,0.479547567670252,0.31592,-0.18617,-0.20393,-1.50324,-1.87264,-1.57548,"1","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"3146",0.439724899667114,0.921450731157554,-1.17,-0.96039,-0.58717,-1.60621,-2.10432,-0.33144,"4","(0.58,5.4]","(0.048,0.8]","GALAXY"
"3147",-0.974308013460971,0.654162090830626,0.70415,0.12431,-0.01547,0.53821,0.44531,0.42453,"4","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"3148",0.915943060779225,-0.393424772319829,-1.82418,-1.49114,-0.79013,-1.09237,-1.26937,-1.02502,"2","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"3149",0.502732508137936,-0.942865980737409,-0.42205,1.16581,2.02989,1.9571,1.47545,1.36766,"4","(0.58,5.4]","(-0.831,-0.327]","QSO"
"3150",0.215743828658473,-0.284672439535343,-1.53254,-1.02663,-0.78891,-1.0165,-1.15823,-1.01401,"3","(-0.45,-0.06]","(0.048,0.8]","STAR"
"3151",0.11486965626247,-0.449131542169854,-0.69778,-0.61846,-0.78926,-0.99855,-0.5334,0.67041,"4","(-0.06,0.58]","(-0.327,0.048]","STAR"
"3152",-0.989765422022366,0.981407404644236,0.38636,-0.49904,-0.7891,-1.35928,-1.47894,-1.22318,"3","(0.58,5.4]","(-2.23,-0.831]","STAR"
